TransactionId,FraudResult
TransactionId_54287,0.0
TransactionId_30373,0.0
TransactionId_33730,0.0
TransactionId_20990,0.0
TransactionId_48698,0.0
TransactionId_159445,1.0
TransactionId_74018,0.0
TransactionId_113859,1.0
TransactionId_190613,1.0
TransactionId_152184,1.0
TransactionId_112884,1.0
TransactionId_172721,1.0
TransactionId_108100,1.0
TransactionId_129744,1.0
TransactionId_56551,0.0
TransactionId_14826,0.0
TransactionId_25553,0.0
TransactionId_148465,1.0
TransactionId_124345,1.0
TransactionId_184511,1.0
TransactionId_178508,1.0
TransactionId_81991,0.0
TransactionId_87598,0.0
TransactionId_96629,1.0
TransactionId_3434,0.0
TransactionId_36085,0.0
TransactionId_84921,0.0
TransactionId_78459,0.0
TransactionId_9556,0.0
TransactionId_88083,0.0
TransactionId_97607,1.0
TransactionId_67549,0.0
TransactionId_27126,0.0
TransactionId_174503,1.0
TransactionId_38387,0.0
TransactionId_40860,0.0
TransactionId_87552,0.0
TransactionId_181880,1.0
TransactionId_7594,0.0
TransactionId_172884,1.0
TransactionId_54939,0.0
TransactionId_13805,0.0
TransactionId_42725,0.0
TransactionId_138840,1.0
TransactionId_62080,0.0
TransactionId_109095,1.0
TransactionId_154964,1.0
TransactionId_93852,0.0
TransactionId_1573,0.0
TransactionId_45,0.0
TransactionId_46546,0.0
TransactionId_42570,0.0
TransactionId_145977,1.0
TransactionId_47688,0.0
TransactionId_171827,1.0
TransactionId_17537,0.0
TransactionId_158094,1.0
TransactionId_48466,0.0
TransactionId_92379,0.0
TransactionId_64208,0.0
TransactionId_186903,1.0
TransactionId_22873,0.0
TransactionId_41783,0.0
TransactionId_154559,1.0
TransactionId_167724,1.0
TransactionId_97764,1.0
TransactionId_116470,1.0
TransactionId_81103,0.0
TransactionId_121704,1.0
TransactionId_139089,1.0
TransactionId_55171,0.0
TransactionId_10214,0.0
TransactionId_184217,1.0
TransactionId_24626,0.0
TransactionId_47568,0.0
TransactionId_47781,0.0
TransactionId_8827,0.0
TransactionId_111800,1.0
TransactionId_57103,0.0
TransactionId_74641,0.0
TransactionId_190701,1.0
TransactionId_28787,0.0
TransactionId_174681,1.0
TransactionId_35402,0.0
TransactionId_175348,1.0
TransactionId_40431,0.0
TransactionId_107123,1.0
TransactionId_167759,1.0
TransactionId_143991,1.0
TransactionId_123084,1.0
TransactionId_5575,0.0
TransactionId_177751,1.0
TransactionId_168471,1.0
TransactionId_175513,1.0
TransactionId_72441,0.0
TransactionId_46877,0.0
TransactionId_98168,1.0
TransactionId_96706,1.0
TransactionId_67995,0.0
TransactionId_123388,1.0
TransactionId_63211,0.0
TransactionId_123314,1.0
TransactionId_136913,1.0
TransactionId_67694,0.0
TransactionId_135981,0.9989149175661082
TransactionId_131192,1.0
TransactionId_173689,1.0
TransactionId_61945,0.0
TransactionId_117772,1.0
TransactionId_108109,1.0
TransactionId_85442,0.0
TransactionId_45155,0.0
TransactionId_95081,0.0
TransactionId_96543,1.0
TransactionId_11681,0.0
TransactionId_86312,0.0
TransactionId_180279,1.0
TransactionId_19607,0.0
TransactionId_71771,0.0
TransactionId_144593,1.0
TransactionId_21130,0.0
TransactionId_175852,1.0
TransactionId_48138,0.0
TransactionId_45295,0.0
TransactionId_190790,1.0
TransactionId_75849,0.0
TransactionId_38217,0.0
TransactionId_34112,0.0
TransactionId_5102,0.0
TransactionId_167161,1.0
TransactionId_75065,0.0
TransactionId_150000,1.0
TransactionId_34159,0.0
TransactionId_166641,1.0
TransactionId_199,0.0
TransactionId_28447,0.0
TransactionId_32810,0.0
TransactionId_29102,0.0
TransactionId_184419,1.0
TransactionId_17810,0.0
TransactionId_117298,1.0
TransactionId_24423,0.0
TransactionId_22160,0.0
TransactionId_134952,1.0
TransactionId_123695,1.0
TransactionId_140559,1.0
TransactionId_50956,0.0
TransactionId_31961,0.0
TransactionId_28908,0.0
TransactionId_47156,0.0
TransactionId_180861,1.0
TransactionId_80268,0.0
TransactionId_69333,0.0
TransactionId_72600,0.0
TransactionId_78959,0.0
TransactionId_74299,0.0
TransactionId_39269,0.0
TransactionId_38573,0.0
TransactionId_4751,0.0
TransactionId_89397,0.0
TransactionId_68593,0.0
TransactionId_51857,0.0
TransactionId_132055,1.0
TransactionId_141283,1.0
TransactionId_125778,1.0
TransactionId_15215,0.0
TransactionId_41566,0.0
TransactionId_79009,0.0
TransactionId_13825,0.0
TransactionId_68131,0.0
TransactionId_129137,1.0
TransactionId_103844,1.0
TransactionId_172842,1.0
TransactionId_181578,1.0
TransactionId_83838,0.0
TransactionId_121673,1.0
TransactionId_104113,1.0
TransactionId_116690,1.0
TransactionId_155586,1.0
TransactionId_123288,1.0
TransactionId_32574,0.0
TransactionId_177061,1.0
TransactionId_73044,0.0
TransactionId_113914,1.0
TransactionId_97302,1.0
TransactionId_85677,0.0
TransactionId_125968,1.0
TransactionId_150096,0.9989149175661082
TransactionId_150955,1.0
TransactionId_60237,0.0
TransactionId_90565,0.0
TransactionId_122048,1.0
TransactionId_76964,0.0
TransactionId_108073,1.0
TransactionId_48820,0.0
TransactionId_26231,0.0
TransactionId_92475,0.0
TransactionId_145416,1.0
TransactionId_186433,1.0
TransactionId_147445,1.0
TransactionId_146570,1.0
TransactionId_111733,1.0
TransactionId_156784,1.0
TransactionId_31525,0.0
TransactionId_110133,1.0
TransactionId_14851,0.0
TransactionId_83146,0.0
TransactionId_76215,0.0
TransactionId_155042,1.0
TransactionId_141078,1.0
TransactionId_80911,0.0
TransactionId_67241,0.0
TransactionId_95961,1.0
TransactionId_87615,0.0
TransactionId_69962,0.0
TransactionId_107365,1.0
TransactionId_145268,1.0
TransactionId_187063,1.0
TransactionId_156203,1.0
TransactionId_185121,1.0
TransactionId_144492,1.0
TransactionId_154118,1.0
TransactionId_50699,0.0
TransactionId_91593,0.41
TransactionId_121217,1.0
TransactionId_11997,0.0
TransactionId_130470,1.0
TransactionId_178077,1.0
TransactionId_70798,0.0
TransactionId_83593,0.0
TransactionId_78486,0.0
TransactionId_173297,1.0
TransactionId_67043,0.0
TransactionId_83163,0.0
TransactionId_174953,1.0
TransactionId_91488,0.0
TransactionId_14463,0.0
TransactionId_11473,0.0
TransactionId_62201,0.0
TransactionId_157567,1.0
TransactionId_123201,1.0
TransactionId_98642,1.0
TransactionId_134476,1.0
TransactionId_130597,0.97
TransactionId_175974,1.0
TransactionId_29345,0.0
TransactionId_3111,0.0
TransactionId_58413,0.0
TransactionId_175165,1.0
TransactionId_96829,1.0
TransactionId_175634,1.0
TransactionId_3294,0.0
TransactionId_143191,1.0
TransactionId_7979,0.0
TransactionId_47863,0.0
TransactionId_112692,1.0
TransactionId_59113,0.0
TransactionId_159433,1.0
TransactionId_67999,0.0
TransactionId_158485,1.0
TransactionId_28252,0.0
TransactionId_140514,1.0
TransactionId_47717,0.0
TransactionId_50204,0.0
TransactionId_31292,0.0
TransactionId_117372,1.0
TransactionId_179756,1.0
TransactionId_107127,1.0
TransactionId_114944,1.0
TransactionId_55778,0.0
TransactionId_69813,0.0
TransactionId_183500,1.0
TransactionId_20676,0.0
TransactionId_83103,0.0
TransactionId_169454,1.0
TransactionId_89681,0.0
TransactionId_77582,0.0
TransactionId_120968,1.0
TransactionId_6893,0.0
TransactionId_26538,0.0
TransactionId_7450,0.0
TransactionId_153068,1.0
TransactionId_176892,1.0
TransactionId_174632,1.0
TransactionId_163701,1.0
TransactionId_179992,1.0
TransactionId_142667,1.0
TransactionId_165548,1.0
TransactionId_137324,1.0
TransactionId_74712,0.0
TransactionId_70356,0.0
TransactionId_89649,0.0
TransactionId_156709,1.0
TransactionId_1956,0.0
TransactionId_180128,1.0
TransactionId_152946,1.0
TransactionId_50751,0.0
TransactionId_53965,0.0
TransactionId_145480,1.0
TransactionId_101417,1.0
TransactionId_60392,0.0
TransactionId_51206,0.0
TransactionId_51176,0.0
TransactionId_146831,1.0
TransactionId_99454,1.0
TransactionId_185838,1.0
TransactionId_113509,1.0
TransactionId_128179,1.0
TransactionId_105783,1.0
TransactionId_9252,0.0
TransactionId_120907,1.0
TransactionId_183736,1.0
TransactionId_123544,1.0
TransactionId_135461,1.0
TransactionId_134110,1.0
TransactionId_110621,1.0
TransactionId_134504,1.0
TransactionId_106650,1.0
TransactionId_167644,1.0
TransactionId_155489,1.0
TransactionId_30578,0.0
TransactionId_142654,1.0
TransactionId_45671,0.0
TransactionId_128326,1.0
TransactionId_77764,0.0
TransactionId_156151,1.0
TransactionId_24537,0.0
TransactionId_95588,0.0
TransactionId_142679,1.0
TransactionId_188794,1.0
TransactionId_109100,1.0
TransactionId_70831,0.0
TransactionId_40910,0.0
TransactionId_175861,1.0
TransactionId_170966,1.0
TransactionId_52626,0.0
TransactionId_13931,0.0
TransactionId_130404,1.0
TransactionId_145509,1.0
TransactionId_123475,1.0
TransactionId_19940,0.0
TransactionId_31417,0.0
TransactionId_154216,1.0
TransactionId_154027,1.0
TransactionId_37290,0.0
TransactionId_65666,0.0
TransactionId_38689,0.0
TransactionId_1104,0.0
TransactionId_168436,1.0
TransactionId_141244,1.0
TransactionId_117642,1.0
TransactionId_176733,1.0
TransactionId_183265,1.0
TransactionId_149938,1.0
TransactionId_158118,1.0
TransactionId_155198,1.0
TransactionId_112820,1.0
TransactionId_17617,0.0
TransactionId_160589,1.0
TransactionId_102581,1.0
TransactionId_27650,0.0
TransactionId_33840,0.0
TransactionId_126054,1.0
TransactionId_48219,0.0
TransactionId_144534,1.0
TransactionId_84017,0.0
TransactionId_11890,0.0
TransactionId_143281,1.0
TransactionId_176381,1.0
TransactionId_157760,1.0
TransactionId_37835,0.0
TransactionId_2661,0.0
TransactionId_7161,0.0
TransactionId_62127,0.0
TransactionId_23786,0.0
TransactionId_29455,0.0
TransactionId_40489,0.0
TransactionId_100370,1.0
TransactionId_61947,0.0
TransactionId_9641,0.0
TransactionId_119976,1.0
TransactionId_114796,1.0
TransactionId_74939,0.0
TransactionId_83659,0.0
TransactionId_119713,1.0
TransactionId_179481,1.0
TransactionId_69943,0.0
TransactionId_23922,0.0
TransactionId_143136,1.0
TransactionId_65920,0.0
TransactionId_159954,1.0
TransactionId_178718,1.0
TransactionId_116780,1.0
TransactionId_60382,0.0
TransactionId_113576,1.0
TransactionId_150993,1.0
TransactionId_27785,0.0
TransactionId_148805,1.0
TransactionId_98524,1.0
TransactionId_187362,1.0
TransactionId_72745,0.0
TransactionId_22664,0.0
TransactionId_112159,1.0
TransactionId_133321,1.0
TransactionId_121184,1.0
TransactionId_135999,1.0
TransactionId_70685,0.0
TransactionId_55587,0.0
TransactionId_179080,1.0
TransactionId_10567,0.0
TransactionId_12758,0.0
TransactionId_160812,1.0
TransactionId_15620,0.0
TransactionId_93793,0.0
TransactionId_74466,0.0
TransactionId_136764,1.0
TransactionId_61918,0.0
TransactionId_8047,0.0
TransactionId_171503,1.0
TransactionId_14932,0.0
TransactionId_97429,1.0
TransactionId_187216,1.0
TransactionId_99954,1.0
TransactionId_137682,1.0
TransactionId_37428,0.0
TransactionId_87914,0.0
TransactionId_119828,1.0
TransactionId_182780,1.0
TransactionId_190577,1.0
TransactionId_5937,0.0
TransactionId_60004,0.0
TransactionId_47478,0.0
TransactionId_115088,1.0
TransactionId_23143,0.0
TransactionId_105814,1.0
TransactionId_37773,0.0
TransactionId_177974,1.0
TransactionId_11334,0.0
TransactionId_61420,0.0
TransactionId_182770,1.0
TransactionId_142126,1.0
TransactionId_51774,0.0
TransactionId_162952,1.0
TransactionId_173746,1.0
TransactionId_81601,0.0
TransactionId_150603,0.9989149175661082
TransactionId_59775,0.0
TransactionId_133796,1.0
TransactionId_149412,1.0
TransactionId_112280,1.0
TransactionId_56137,0.0
TransactionId_37335,0.0
TransactionId_106932,1.0
TransactionId_164466,1.0
TransactionId_42253,0.0
TransactionId_39281,0.0
TransactionId_116210,1.0
TransactionId_159565,1.0
TransactionId_155269,1.0
TransactionId_95496,0.0
TransactionId_150210,1.0
TransactionId_28823,0.0
TransactionId_23886,0.0
TransactionId_154633,1.0
TransactionId_172216,1.0
TransactionId_97550,1.0
TransactionId_17790,0.0
TransactionId_43413,0.0
TransactionId_53329,0.0
TransactionId_139625,1.0
TransactionId_181793,1.0
TransactionId_11838,0.0
TransactionId_47653,0.0
TransactionId_80670,0.0
TransactionId_16886,0.0
TransactionId_141805,1.0
TransactionId_4449,0.0
TransactionId_142766,1.0
TransactionId_154073,1.0
TransactionId_20418,0.0
TransactionId_92331,0.0
TransactionId_78035,0.0
TransactionId_87580,0.0
TransactionId_41804,0.0
TransactionId_158649,1.0
TransactionId_184018,1.0
TransactionId_32533,0.0
TransactionId_97212,1.0
TransactionId_137704,1.0
TransactionId_139876,1.0
TransactionId_123828,1.0
TransactionId_19971,0.0
TransactionId_7503,0.0
TransactionId_110375,1.0
TransactionId_112579,1.0
TransactionId_50521,0.0
TransactionId_25894,0.0
TransactionId_187932,1.0
TransactionId_148020,1.0
TransactionId_55097,0.0
TransactionId_19768,0.0
TransactionId_92579,0.0
TransactionId_45022,0.0
TransactionId_67379,0.0
TransactionId_65895,0.0
TransactionId_134669,1.0
TransactionId_136523,1.0
TransactionId_78198,0.0
TransactionId_59298,0.0
TransactionId_111717,1.0
TransactionId_184000,1.0
TransactionId_156209,1.0
TransactionId_19759,0.0
TransactionId_143013,1.0
TransactionId_55505,0.0
TransactionId_19512,0.0
TransactionId_70285,0.0
TransactionId_104305,1.0
TransactionId_16764,0.0
TransactionId_70689,0.0
TransactionId_59699,0.0
TransactionId_34764,0.0
TransactionId_116080,1.0
TransactionId_141835,1.0
TransactionId_112698,1.0
TransactionId_170974,1.0
TransactionId_101635,1.0
TransactionId_131580,1.0
TransactionId_35238,0.0
TransactionId_24538,0.0
TransactionId_136029,1.0
TransactionId_117999,1.0
TransactionId_59273,0.0
TransactionId_56126,0.0
TransactionId_134581,1.0
TransactionId_44100,0.0
TransactionId_82037,0.0
TransactionId_148859,1.0
TransactionId_139270,1.0
TransactionId_113304,1.0
TransactionId_186606,1.0
TransactionId_86385,0.0
TransactionId_147847,1.0
TransactionId_65247,0.0
TransactionId_65561,0.0
TransactionId_141203,1.0
TransactionId_46002,0.0
TransactionId_107064,1.0
TransactionId_84504,0.0
TransactionId_174283,1.0
TransactionId_69443,0.0
TransactionId_132931,1.0
TransactionId_84158,0.0
TransactionId_150751,1.0
TransactionId_15551,0.0
TransactionId_35574,0.0
TransactionId_187798,1.0
TransactionId_141400,1.0
TransactionId_76822,0.0
TransactionId_104876,1.0
TransactionId_20809,0.0
TransactionId_93394,0.0
TransactionId_119040,0.97
TransactionId_180769,1.0
TransactionId_84995,0.0
TransactionId_87618,0.0
TransactionId_179232,1.0
TransactionId_91925,0.0
TransactionId_122287,1.0
TransactionId_13765,0.0
TransactionId_100978,1.0
TransactionId_174181,1.0
TransactionId_57918,0.0
TransactionId_145941,1.0
TransactionId_186060,1.0
TransactionId_37656,0.0
TransactionId_71211,0.0
TransactionId_186026,0.9989149175661082
TransactionId_127639,1.0
TransactionId_92558,0.0
TransactionId_118951,1.0
TransactionId_164859,1.0
TransactionId_37709,0.0
TransactionId_31348,0.0
TransactionId_179650,1.0
TransactionId_961,0.0
TransactionId_13214,0.0
TransactionId_180291,1.0
TransactionId_89471,0.0
TransactionId_81527,0.0
TransactionId_142487,1.0
TransactionId_17727,0.0
TransactionId_126029,1.0
TransactionId_177149,1.0
TransactionId_158700,1.0
TransactionId_179191,1.0
TransactionId_149806,1.0
TransactionId_64023,0.0
TransactionId_162163,1.0
TransactionId_98736,1.0
TransactionId_111743,0.9989149175661082
TransactionId_123869,1.0
TransactionId_159185,1.0
TransactionId_142716,1.0
TransactionId_129070,1.0
TransactionId_177376,1.0
TransactionId_53381,0.0
TransactionId_79837,0.0
TransactionId_168199,1.0
TransactionId_134996,1.0
TransactionId_68773,0.0
TransactionId_176495,1.0
TransactionId_41510,0.0
TransactionId_84594,0.0
TransactionId_104856,1.0
TransactionId_183583,1.0
TransactionId_46893,0.0
TransactionId_149434,1.0
TransactionId_166627,1.0
TransactionId_23055,0.0
TransactionId_76045,0.0
TransactionId_8243,0.0
TransactionId_92200,0.0
TransactionId_65218,0.0
TransactionId_155345,1.0
TransactionId_33065,0.0
TransactionId_3428,0.0
TransactionId_154573,1.0
TransactionId_113333,1.0
TransactionId_95019,0.0
TransactionId_142754,1.0
TransactionId_87142,0.0
TransactionId_7458,0.0
TransactionId_183584,0.9989149175661082
TransactionId_114984,1.0
TransactionId_91941,0.0
TransactionId_92449,0.0
TransactionId_150235,1.0
TransactionId_2347,0.0
TransactionId_124403,1.0
TransactionId_111464,1.0
TransactionId_177940,1.0
TransactionId_155762,1.0
TransactionId_142255,1.0
TransactionId_48070,0.0
TransactionId_80042,0.0
TransactionId_46556,0.0
TransactionId_18782,0.0
TransactionId_111659,1.0
TransactionId_128461,1.0
TransactionId_66210,0.0
TransactionId_67269,0.0
TransactionId_12052,0.0
TransactionId_32200,0.0
TransactionId_149187,1.0
TransactionId_35378,0.0
TransactionId_17648,0.0
TransactionId_42256,0.0
TransactionId_149225,1.0
TransactionId_5481,0.0
TransactionId_68428,0.0
TransactionId_141147,1.0
TransactionId_159184,1.0
TransactionId_1255,0.0
TransactionId_174663,1.0
TransactionId_117188,1.0
TransactionId_188899,1.0
TransactionId_39337,0.0
TransactionId_49707,0.0
TransactionId_24668,0.0
TransactionId_13770,0.0
TransactionId_18635,0.0
TransactionId_148917,1.0
TransactionId_132833,1.0
TransactionId_82781,0.0
TransactionId_34819,0.0
TransactionId_159148,1.0
TransactionId_159691,1.0
TransactionId_104119,1.0
TransactionId_52649,0.0
TransactionId_168246,1.0
TransactionId_116717,1.0
TransactionId_151797,1.0
TransactionId_131010,1.0
TransactionId_9713,0.0
TransactionId_188897,1.0
TransactionId_65587,0.0
TransactionId_126556,1.0
TransactionId_87213,0.0
TransactionId_116996,1.0
TransactionId_27790,0.0
TransactionId_149616,1.0
TransactionId_128671,1.0
TransactionId_145210,1.0
TransactionId_39009,0.0
TransactionId_2107,0.0
TransactionId_21594,0.0
TransactionId_103965,1.0
TransactionId_53396,0.0
TransactionId_64121,0.0
TransactionId_106345,1.0
TransactionId_126757,1.0
TransactionId_87918,0.0
TransactionId_83111,0.0
TransactionId_41747,0.0
TransactionId_89665,0.0
TransactionId_188821,1.0
TransactionId_189824,1.0
TransactionId_97449,1.0
TransactionId_187927,1.0
